user_name,review_title,review_date,review_text,rating
summertrianglestars,"""Y'all Need to Chill""",23 September 2020,"""This is a fictional story about Enola Holmes--not Sherlock Holmes. The name ""Sherlock"" is more of a setting/narrative device than a relevant character. We should expand our perception of how an intelligent person behaves, speaks, and looks. Being unfeeling, being a sociopath, and being hooked on cocaine, should not be (and certainly isn't the case in the real world) identifiers for a genius person.
Normally, I don't like films that hit you over the head with the feminist message--because it normally isn't done well. This time it's part of the character, it's a developed concept, and it's a developed narrative. Relax. No reason to get heated. Just enjoy it. A solid Netflix release. Would personally love for a sequel.""",8
boggie4758,"""A cute little movie""",24 September 2020,"""I must have watched a different movie then some of these viewers. This was better than a 1,2,point movie..It was a cute movie. Millie has become a really good actress. This was not a Sherlock Holmes movie..is was a movie of the fictional little sister of Holmes. I thought is was very well acted and I even loved how she would speak to the audience, that was a good touch....this was very much worth seeing. I enjoyed it.""",7
salehhanash,"""Review""",18 October 2020,"""Nice movie but i guess it should have more suspense
But the actor is really amazing""",6
twan_emile,"""A bit boring""",23 September 2020,"""It's not a very good movie. The acting is alright, but everything leading towards the ending is a bit disappointing.""",5
navaj-29757,"""I loved it!""",24 September 2020,"""A really fun film, perfect for family movie nights. Millie Bobby Brown is a fantastic actress, it really impressed me that she produced this film- I'm looking forward to her next one.
The plot was good, the characters are likable, the message was strong, and the mystery engaging. I would recommend it.""",9
lukebohn,"""""Enola Holmes"" is a fun break from 2020""",5 October 2020,"""I will make this quick, Enola Holmes is just pure fun. Honestly, the fun is what saved this movie. The story is okay but not great, everyone besides Enola is kinda one note, and the run time is slightly too long. However, Millie Bobby Brown is just absolutely wonderful, and the decision to have her break the fourth wall and interact with the audience worked very well. It is just a fun movie to watch despite it's obvious flaws as a film. I would recommend to anyone.""",7
tocanepauli,"""A charming film - good for the whole family!""",24 September 2020,"""Rarely nowadays can we find a film that everyone in the family can watch together but happily this is one of those films. Charming characters, good story, action, lovely landscapes...
Just a very enjoyable film....""",8
mighty-maddox,"""Cringe-inducing""",25 September 2020,"""I liked Sherlock's soft side. Otherwise this film is a total failure. Suffered through half of it and then skimmed through the other half. Spectacularly bad writing. Awkward dialogues. Cardboard characters and common misconceptions. Corsets as symbols of oppression? Female boarding schools existing solely to turn free-thinking, spirited girls into socially accepted matrons? Ugh. Usual nonsense about white privilege, raging feminism, insulting men left and right... This is simply unwatchable. I am a non-white woman, by the way, so films like this one are supposed to appeal to me? The heroine's constant breaking the fourth wall is another very annoying feature.A side note from a Holmes fan POV: Mycroft in this film is not Mycroft. It's someone else: a small, skinny guy with zero intellect and deductive powers. And NO WATSON. Waste of time.""",2
alysonveit,"""Loved it, want more!""",11 October 2020,"""It's hilarious the commenters who don't like the movie because of ""feminist agenda."" Does a strong female lead really upset you that much? I loved Enola's asides most of all. The film is a beautiful compliment and nod to multiple Sherlock series but with it's own unique take from a feminine perspective that presents as both traditional and sardonic at the same time. Only wish was that Sherlock was a bit more involved.""",9
mysystemsanalyst,"""Great film - uplifting - wish they'd continue it as a series""",5 October 2020,"""Great film, fun writing and characters. I wish they'd turn it into a series for some streaming service or even television proper because it is heads and shoulders and standing standing atop a crate above just about everything else out there. Every reviewer could say ""oh they could have / should have ..... "" but then it wouldn't be the same film. It hits it's intended target quite well and keep the stories living and breathing and of interest for the next generation instead of letting the Sherlock Holmes wither and die. Don't look for brain straining problems, instead look for puzzles that are fun to solve and you'll have a much better experience and for all the Dads out there, tell your daughter she has a date Sunday, after dinner ;)""",9
leonardmetsaranta,"""A political statement""",23 September 2020,"""So sad that this movie had to be so politically loaded that it was hard not to see feminism behind every statement or scene. Not only was this movie misrepresenting history, but painful to watch with Enola looking straight into the camera/audience all the time reminding you that you are watching a movie.""",2
john-leigh68,"""TBH it's terrible""",23 September 2020,"""Try's too hard to be 'alternative' period piece and ultimately ends up being so PC that it detracts from the actual movie""",2
ryanic,"""Another pathetic attempt at rewriting history""",23 September 2020,"""The curse of the time travelling women continues. Another story about a woman with modern day values somehow transported back in time to a different era.""",1
feyd_,"""Just fun""",8 October 2020,"""Don't watch it as a next Sherlock Holmes. Watch it as a fun story for teenagers with great acting.""",9
camwiles,"""I knew it!""",23 September 2020,"""I knew this would get some big review bombs because of some feminism elements in the movie. How anyone can give this a 1 star is beyond me. It's an enjoyable little movie meant for young ones with a positive message about becoming your own person and not letting society standards dictate what you should be doing. Good coming of age movie with some enjoyable action.I would have rated this a 7 out of 10 but since I'm seeing such review bombs I'll give it a 10 to help counteract.""",10
josiegirl05,"""Millie you will go far!""",11 October 2020,"""This young woman has a great future, she has talent and charisma. The film is entertaining and beautiful to watch. Well done Netflix""",9
oliviakozuchowska,"""Waste of time""",23 September 2020,"""I was hoping for something at least pleasant to watch while eating but boy, I was wrong. Bad bad bad movie, predictable, shallow and cringe. I am a woman feminist, but this movie is just horrible.""",4
jacoblevy884,"""Teen Version of the Guy Ritchie genre""",24 September 2020,"""This movie was a lot of fun... I'm a fan of the action packed Guy Ritchie Sherlock Holmes films, and this felt a lot like a PG-13 version of those films... It's rated M for the action sequences, which were well done, but definitely had that PG feel to it. The production design, acting, soundtrack, and pacing of the story were all very good... I would have scripted the final 15 minutes differently, but it still worked in the scheme of the plot and the motivations of the main characters. Millie Bobby Brown is a great young actor and is again the corner stone of this film. A new take on a classic, just enjoy it for what we enjoy films for... A fun, engaging story...""",7
roxanaelenaa,"""Decent movie""",24 September 2020,"""I'm asking myself if we saw the same movie, I really can't understand all the harsh reviews. Is it Oscar worthy? No. Is it a good movie? I would say so. It's fun and the acting is good. I enjoyed seeing Millie in that role. I would say to give it a try, you may be surprised""",8
darwichmd,"""Terrible Movie dont waste your Time""",23 September 2020,"""Enola is over acting so badly she keeps talking to the cam/audience which makes it so annoying .. and sadly Henry cavill is a terrible sherlock holmes .. the story is boring and slow and the writer have no knowledge of history what a disaster of a movie disappointing ..""",3
alexpitt-345-971699,"""Enola Holmes - Movie Review""",26 September 2020,"""I was excited for Enola Holmes as soon as it was first announced, and even more so when they started adding A-list talent to the picture.Millie Bobby Brown is known for her breakout role in Stranger Things, but I hadn't been impressed with her work in anything else I'd seen. Granted, she hasn't been in much that I've watched, but her performance in Godzilla: King of the Monsters was very sub-par. That being said, that film suffered from a terrible screenplay and direction which didn't help.The performance that Brown gives in Enola Holmes is terrific, and probably the best she has ever been. That includes Stranger Things, by the way. Henry Cavill and Sam Claflin are near perfection at embodying the roles of Sherlock and Mycroft. It's definitely Brown's film, but these two talented actors added a lot to the scenes they were in.The narrative is good, but not great. The story isn't as compelling as it probably should have been, and the pacing was all over the place. Fifteen minutes could have easily been trimmed off the runtime, maybe even twenty. I didn't care much for the mother's storyline, and the ending was very anti-climactic.Those are my main negatives, but the film is entirely watchable based purely on the performances and the light hearted tone. The narration and forth-wall breaks also worked for me.The cinematography was beautiful, and it's easily one of the best looking films available on Netflix. I mentioned that the ending was anti-climactic, but it did have some nice messages sprinkled throughout.Overall, despite its issues, I had a really good time with Enola Holmes and I would recommend checking it out. Even if you just watch it for the acting, the characters, and the cinematography, you will probably end up having a good time with the film.SCORE: 76%""",8
revchristodd,"""Perfectly Enjoyable YA Adventure""",24 September 2020,"""Some of the reviewers here seem to be under the impression that this is a Sherlock Holmes story. It is not. It is about a hitherto unknown teenage sister of his, and the tone is a bit more like ""Young Sherlock Holmes"" than ""The Hound of the Baskervilles."" It is a YA adventure about a girl searching for her identity while avoiding the normal fate of a young woman in Victorian England. While evading her brothers Mycroft and Sherlock, Enola Holmes stumbles across a missing viscount and is torn between solving his mystery and that of her vanished mother. Millie Bobbie Brown carries the film well and Henry Clavell appears just often enough to remind us of Sherlock's connection with Enola. There is little true deduction but some word puzzles and a brisk enough pace to keep the kids interested. It's a fun evening's entertainment for the whole family.""",8
shyuhaspivot,"""This isn't a movie. It's a two hour edited trailer.""",24 September 2020,"""The characters go from point A - point B magically without any weight. Millie's character is very unrealistic and sounds like cheap Deadpool reskin trying to be Dora the Explorer.The plot is basically non-existent, things are just happening for the sake of happening.While I understand how sexist the times were but to shoehorn the same message over and over again. Mind numbing.2/10.""",1
ahmadali_87,"""Don't Let Them Fool You""",23 September 2020,"""I read almost every negative review out there, and I found it all trash to be honest.
What bother you so much ? do you hate to see a female character intelligent or powerful ? or do you hate that the movie ignored so many disgusting historic facts ?some people said rewriting history, don't we dare to dream of history where rights were for everyone ? a world where racism had no place to be in ? where women oppression was fought and won against ?Should cinema always reflect an ill and sad world we are all living in?
Let people dream through whatever form of art they can do, rewriting history is a most when speaking to the newer generation so we're not doomed to repeat i.""",10
nastasia_g8,"""A series maybe??""",25 September 2020,"""I won't say anything more than that I enjoyed this very much, I found it old but fresh at the same time and I want more of it really soon!!!""",8
elohimgibor,"""#meetooo""",23 September 2020,"""At first, I was quite excited when I noticed a new Holmes movie on Netflix. At first glance it seemed like great flick: A-list cast, centered around a great mystery and lovely decor. I didn't mind at all that the movie was centered around Sherlock's less well known sister Enola, and that the movie had some sort of feministic background.However, as the movie progressed, the latter became obvious to a point where it became very annoying and the movie itself, for it's time period, unrealistic (for example, a secret all-women jiu jitsu class in the early 1900s? Yeah, sure). All other classes, races and genders in the movie seem to have no troubles or problems at all, only the wonen. which at the time was certainly not the case.Also, as is unfortunately the case with many #metoo pleasing movies nowadays, the male characters were all either evil, bumbling idiots, or completely helpless with the sole exception of Sherlock Holmes, who doesn't get much screen time.Don't get me wrong, I love many movies with female lead characters (underworld, pan's labyrinth, resident evil, etc). I just really dislike this current wave of overcompensated feminist-focused movies that keep using the same old formula, and forget that there was actually supposed to be a decent plotline in the movie. Too bad, it could have been so much more..""",2
Randell_2010-100-115448,"""Beautiful and Fun!""",24 September 2020,"""Alright this is getting far too much hate. If you are looking for something historically factual obviously look else where. This film is meant to be creative and fun and it is just that! There are a lot of big and great names in this movie, they all of course act wonderfully! If you are true fan of anything Sherlock Holmes this is for you! Granted it's a spinoff of what we all know since it is based off of his sister. But we still get the quirkinesses, whit, and detective skills we have all came to love. It is very entertaining (a little on the long side) but it is a must see. Plus the views are incredible and you get to be immersed in the old world scenery which is always fun to see!""",10
kykjones,"""way too much, netflix""",23 September 2020,"""Not much to add to the other users.... there is a great story surronding Sherlock world, and instead of enriching it, a new artificial and non realistic (at all!) caracter has to be created?? c'mon!I'm seriouly considering leaving netflix... there are now more alternatives""",1
deasabou94,"""Boring and historically inaccurate""",23 September 2020,"""I was quite excited about this movie only because Helena Bonham Carter plays in it.
Then... After 20 minutes of watching, my excitement went away.
I really, really, struggled to stay still for the rest of the movie because, oh well, it's quite boring.
Or maybe i'm not in their target audience. I feel like this movie could be really fun and exciting for pre teens maybe?
First of all, it s so historically inaccurate. And this bothers me. And oh, the feminism promoted in this one. Don't get me started...
It s like a boring modern comedy but with actors dressed in victorian clothes.P. S I enjoyed the aesthetics :)""",3
kellyneenee,"""Super cute""",23 September 2020,"""If you go into it thinking it's an accurate representation of history you'll hate it. If you go in thinking it's a fun lighthearted movie about a girl finding who she is, you'll love it. I know I went in with the expectations that it wasn't historically accurate and loved it.""",8
huskarlwarrior,"""Boring movie""",23 September 2020,"""Enola holmes is a very dull movie,its like there's no taste at all plus mbb talking to the audience every 15 mins makes it silly.dont waste your time on this movie""",1
jamesliakos,"""Don't listen to haters""",23 September 2020,"""This movie is a visual masterpiece. The cinematography is innovative and intriguing, the acting is beyond recognition and the story, simple to follow but mysterious at the same time. Very solid Netflix release. MBB is at her best, proving why she is an A list actress. I would definitely love to see a sequel""",10
feras-974-883674,"""Feminism movie""",24 September 2020,"""So much disappointment in this movie, it is disrespectful to holmes books as it is clearly made for feminsts' sakeSherlock's character is vastly different than the books he is played as a compassionate loving person as in the books he is self centered selfish to a degree.""",1
danvalentin-29934,"""It fails to create any suspense""",23 September 2020,"""It is to bad for the very good performance of the lead actress, but the screenplay writers and the director failed this movie. If you expect a proper mistery movie you will be disappointed. Too bad, I had good expectations with this one.""",1
ryantheologo,"""Visually impressive""",27 September 2020,"""But lacks substance. I long for the days when a movie was meant to convey a story and entertainment not a political ideology.Was HBC character even needed?""",1
teng_bleach,"""Not for Sherlock holmes fan""",23 September 2020,"""This movie is very disappointing me. they make Mycoft is a regular angry men not like in the novel Mycoft is equally smart or smarter than Sherlock""",3
sproland,"""Made for children and I know why.""",26 September 2020,"""This is another in a line of movies that are basically propaganda.
It is a mess really. Not confusing, just not smart. At is core it's message is about "" sometimes having to make noise"" in referring to bombs that were planned to be planted somewhere to get attention for women's right to vote.
Basically saying that sometimes You have to set of bombs to get your voice heard. And try to make it appear to be an okay way to make your voice heard.
The rest of the movie is kinda silly. And an insult to the Sherlock Holmes saga.""",1
seagull30,"""Very very dull""",24 September 2020,"""This could have been a really fun adventure with a great young actor in the lead. Unfortunately we have ended up with a boring, predictable story with a young lead who can't quite carry the film yet.
The film looks good but the script is awful, the acting is not great and it just doesn't work. Shame as it could have been good fun.""",1
Siemers-Johannes,"""Meh plot""",23 September 2020,"""Great production quality and I don't have to say anything bad about the acting. The plot is nothing special, new or even surprising. I had hoped for more. So the movie had trouble keeping me interested.""",6
diggnuts,"""Derivative and culturally impoverished.""",24 September 2020,"""The history of women suffrage is pretty well known and there are a lot of individuals and events that you can actually make a based-on-true-events movies and television about that subject.There is no need to introduce pure fiction into the mix by shoe-horning together this historical theme with, surprise surprise, the lazy writers favourite piece of public domain, Sherlock Holmes!This is nothing more than poorly constructed alt-Sherlock fan-fic. The fourth wall breaking is jarring and the acting is mostly wooden and stale. Well, you got Cavill, so what did they expect?The best thing I can say about this nonsense is that it is once again a perfect example why copyright laws are broken because we have been stuck with the same public domain foundation for cultural expression for more then a century without anybody willing to ad to that cultural scaffolding.""",1
arman-mirhashemi,"""meaningless""",24 September 2020,"""It seems like Netflix has become a junk production machine. To a great extent it resembles Bollywood and it's massive but meaningless productions. There is no reason for this movie and it's subpar story to exist. Please do not waste your time!""",2
azeemsaw,"""Boring in English accent""",23 September 2020,"""From start to end, very weak storyline and sometimes feel like it's just simple story and they make it stretchable without giving much more to the audience""",1
oscarflash,"""Millie as Enola""",25 September 2020,"""All I can say Millie has a great future a head, she was brilliant the entire movie is based on her great performance and the entire cast and crew did a great job to show how awesome actor Millie is.bless you to a great career and more outstanding performances.""",7
tomt-97339,"""No! Dont do it to yourself...""",23 September 2020,"""Waste of time movie that seems to be made as it goes so you wont be able to describe what was is about when it ends.
Lots of wtf scenes, bad dialogues and annoying monologues when Enola talking to camera or to her self,....
Not a film critic here but better rewatch any old movie you liked the this - time would be better invested. However maybe some 10 years old girl can find Enola as her future idol, but I wouldnt bet on that. Sorry 😕""",2
nicolas_tylka,"""High hopes spoiled by agressive push for feminism in it's wost form""",25 September 2020,"""I really hoped for a fun and chill adventure movie to just kick back and relax. The first thing that turned me off was the way the narrative is handled - Enola talking to the screen/viewer and explaining every smallest detail left no field for any mind excercise. I just felt like the director thinks I'm too dumb to understand most basic concepts. The second and perhaps a key issue with the movie is it's aggresive use of 'so called' feminism. Being aggressive towards men, constantly telling them that they are useless is not an act of strength, but of weakness. Is this the message we want to convey to our youth? That in order to be a strong woman you must believe that men are somewhat of a lesser being? Think no need to say that such a portrial of the main characters has little to do with any historical relevance. But this part I can forgive, as it is supposed to be just a simple 'feel good' movie. However, I cannot stand by the direction the movie takes with toxic form of feminism. True strength of a woman is in her kindness, empathy, love and care for others. Not in hating men.""",1
kelmalukodosurf,"""Good fun""",23 September 2020,"""Good fun, well produced. Obviously, there are some nonsense, but nothing to spoil the fun. many criticisms here are being intolerant because of the ""feminist agenda"". Don't mind these reviews.""",8
voutsipen,"""Change the title of the film at least""",25 September 2020,"""Nothing to do with sherlock franchise. Just got the name for publicity. A combination of topics that are just fancy these days with huge holes in plot, history and not even moment of intelligence and/or humour that sherlock holmes films used to have.""",1
darialiseenko,"""Dash, costumes & ambience ok""",28 September 2020,"""Women empowerment is a good and popular topic, but this movie completely misses the point.
Mom of the main character is basically a terrorist, and her boyfriend´s grandma tries to kill him, doesn´t succeed only because of some movie luck, and isn´t even said to be punished for this.
Enola misbehaves all the time, even when the rules have nothing to do with gender (like don´t throw food at others, don´t slurp, don´t steal someone´s car...).
All of this is made to seem normal, even heroic actions.
Enola´s runaway mother doesn´t have the decency of explaining herself in the end of the film. She disappeared on her daughter´s birthday, leaving some clues that led nowhere.
Wouldn´t want my children to watch this. It is not about empowerment, but bad manners and total lack of respect to others.
Costumes and filming deserve recognition though. So does the tiny pine cone doggy :)""",2
Tweetienator,"""Rather Lame""",24 September 2020,"""Millie Bobby Brown is super-cute and charming, that's the strongest point of Enola Holmes (including that talking to the cam technique). The rest is a rather p.c.-burden dull story with a solid production. Maybe young ones will like it (and that's I guess the target audience for the adventures of Sherlock's younge sister), I was rather slightly bored. Most Sherlock Holmes movies I know, not only the old classics (Basil Rathbone!) and the new ones with Robert Downey Jr. and Jude Law alike, including Young Sherlock Holmes and the Pyramid of Fear (watch if you don't know that one!) are superior to this ""Tomb Raidered"" version (not those good ones with Angelina but the ""modern"" interpretation with Alicia Vikander). My rating is a 5 but one point I added only for the charming performance of Millie Bobby Brown.Diabolic note: like Adam was first and Eve second (according to the Holy Bible), the creation of the character of Enola is also second to the creation of the wonderful Sherlock Holmes by the titan Arthur Conan Doyle. What you conclude of this final note, I leave up to you.""",5
abbbyhudson,"""Boring""",23 September 2020,"""Was a really odd mix of actors. Didn't feel like Sherlock at all. Also hearing Sherlock with an American twang was also strange. Overall boring""",3
charmingpyscho,"""Did they even read any Sherlock source material?""",24 September 2020,"""I would start off by saying this is not because the movie is pro feminism. She could've been a badass YA in the same time period doing the same things with being the sister of Sherlock Holmes.No character in this movie was as they are in the books, then why drag that name in mud. They could've been any family with a sidenote of people saying, "" They are like the Holmes brothers"" and it would be much better.I couldn't see Mycroft portrayed in such a naive, uptight, and idiotic manner. Sherlock never keeps this quiet, and WHERE THE HELL IS WATSON?""",3
grahamvr,"""What's waste of time.""",27 September 2020,"""A waste of time to watch, a waste of money for the investors, another waste from Netflix. When are there going to be some descent productions to watch on a Netflix?""",2
sureskumar-01180,"""Waste Of time""",24 September 2020,"""Who are they that are giving it a 10 ratings. Total wastage of time and terrible accent. Not for Sherlock fans.""",1
Leofwine_draca,"""Not one for purists""",25 September 2020,"""Inevitably as I'm not in the target teen market for this film I ended up hating it, but then I'm a guy approaching it as a fan of Conan Doyle and authentic screen depictions of Sherlock Holmes, not this modernist teen fantasy version. And this film is pure fantasy, not even attempting to look into the moral codes and etiquette of Victorian society, but instead throwing in random disparate elements including all-female ju jitsu clubs and the sight of a random artistocrat cavorting around the countryside with a female minor. The plot hinges on a ridiculous, underwritten and uninteresting mystery, while the cast is littered with familiar faces ill at ease in their roles: Helena Bonham Carter, whose entire role is rather pointless; Henry Cavill, who couldn't be more miscast if he tried. The only decent performances come from Burn Gorman (once more typecast as an assassin) and the excellent Millie Bobby Brown, whose charisma and exuberance shine off the screen.""",3
spyrosgiangos,"""Eh.""",24 September 2020,"""Better leave the 4th wall to Ryan Reynolds. Henry C. great as always.""",1
i-82821,"""Disrespect the intelligence of the viewer, and fail attempt to #metoo""",24 September 2020,"""Firstly, it's a disrespect to Sir Conan Doyle. If you want to have a #metoo movie, fine, just do not ""borrow"" the fame of Doyle's character.Secondly, the logic is unbearable, to the point we had to drop out even when the movie is still 45 minutes away, and don't really care to read the remaining plot, if any.Thirdly, the pace is sooo slow, and the it's more suitable to be an audio book than a movie. Again, if the intention is to ""borrow"" the fame of Doyle's character, then the film maker should not direct the intelligence of the viewer.Finally, even if this were completely detached from the Sherlock Holmes' universe, I think it's still a failed attempt to #metoo and ""live your life"" movement. Again, too much boring conversations, it would still fail as an audio book.""",1
heirman_steven,"""Sherlock but with feminism""",25 September 2020,"""They just hopping on the sherlock fame
Not gonna spend much words on this movie""",2
catalinabanderas,"""Light and fun movie""",30 September 2020,"""Perfect for family time.great interpretation of Millie Bobby Brown""",9
whatafox,"""Solid fun and acting""",4 October 2020,"""I think this deserves much more than the current 6.7 rating, myself my husband and my 15 year old daughter equally enjoyed it and we are not the Disney only type family, more of Wes Anderson fans and sci fi geeks. What some people consider shoehorned in feminist junk actually fits into the historical setting quite nicely. Give yourself a quick history lesson on women's suffrage in England it was violent and extreme to say the least.
This is in the lane of Anne With an E mixed with a bit of humor and although I usually hate breaking the fourth wall, Millie Bobby Brown is extremely competent and I didn't feel she was being too precocious which she seems to be in real life, and neither was she irritating. She's really coming along as a good little actress. Give it a chance and remember you may not be the target market but you can still enjoy it for what it is.""",9
Eli_Elvis,"""Painfully boring""",26 September 2020,"""40 mins in and nothings happened. Who wrote this drivel?""",1
thestudent-45214,"""Great movie!""",23 September 2020,"""I feel like all the other reviews are reviewing this film on something it isn't trying to be. So if you want a historically accurate film or if you want a non female empowerment film then don't watch it. It is NOT historically accurate and it does EMPOWER women. I am reviewing this film on the entertainment it gave me.This film is a very nice, charming, family friendly film. It is very light hearted and not too serious.The film has just the right amount of female empowerment so you can see the message shown whilst not ruining the plot of the film.Lastly I believe it is remarkable that Millie Bobby Brown was able to produce and star in this film at a very young age.""",10
vivekbha,"""A tint of feminism in Victorian-era London""",24 September 2020,"""GENERAL OVERVIEW:In the footsteps of her elder brother Sherlock, Enola Holmes finds herself as a slueth/decipherer in finding her runaway mother - who wants to make the world a safe place for her daughter to live in - and not be dictated by the Victorian style of bounded feminity.DIRECTION & CINEMATOGRAPHY:Being the most vibrant color-coded film of the year, Mr. Nuttigen makes an impressive camera use and lighting techniques to highlight the dosage of free and independent young girl, trying to gain freedom from the clutches of a ""proper British lady"". Mr. Bradbeer knows his vision to bring his heroine to Baker Street and turn her a franchise star. We'll have to wait for what he has to offer us in the future with a Heroine we are growing fond of.ACTING:Millie takes home a charm of her own, by bringing Enola from the books to the screen for her visceral teen beauty for people to fall in love with. Her wit and charm is constantly triggered by her free will and constraint borders, which serve as fresh air in the Holmes universe. Mr. Cavill is a poignant slueth, Sherlock, except I would still give Benedict proving a better Sherlock ( A Debate? )
Helena Bonham Carter is always graceful, one of the finest, most refined actors in the industry.FINAL CALL:This fresh take on the female-centric Holmes is nothing less than fun, entertaining and visceral future franchise that would bloom by our Enola presenting gracefully a star of her own production, who has a bright future to interact. The story telling is exponentially low than the Guy Ritchie franchise (who is a wonderful filmmmaker, himself) and hence we get his inspiration in the quick cuts and sliding zoom-pan play which he stylized. This is a good dose for a weekend, or probably a late night which guarantee to stay awake and enjoy to the fullest.""",6
entropy_less,"""Fast paced, Visually stunning, authentic acting with a riveting background score...""",23 September 2020,"""Henry Cavill with his perfectly wavy hair is enigmatic enough to play Sherlock. Millie Bobby Brown, is the perfect casting for a quirky Enola.Maybe there should have been a bit more deduction, a tad more mystery. But perhaps this is the beginning of a succesful franchise..
And thanks netflix for creating this engrossing industrial London cityscape...""",9
mrstsmsh,"""So bad it's like a parody of itself""",25 September 2020,"""This is exactly the sort of cringefest you'd expect Netflix to put out. The breaking the 4th wall scenes were especially painful.""",1
